AirportKey,AirportCode,CityName,StateCode,StateName,Region,ReliabilityScore,FlightCount,MonthlyDelayRate
27890f827257b578a177ce18cf90c9c044b8d57c0d868a40e506262a30ae95d7,GCC,"Gillette, WY",WY,Wyoming,West,91.19,2599,0.11158798283261803
244a8891af2f7c3cb3d018204481d580f0a34268e2baf9dbfae78bf5782b6323,IMT,"Iron Mountain/Kingsfd, MI",MI,Michigan,Midwest,90.32,2873,0.15702479338842976
346f809b26ea7e46d7f29fd1e4161318d6750be9c0c3e87174d3e39a204b89db,RSW,"Fort Myers, FL",FL,Florida,South,87.37,140157,0.20002354603249353
8b978edde6f08ef96893ec7930593807f1ead68e051294b674da51e2b8f472bf,MGM,"Montgomery, AL",AL,Alabama,South,89.88,13001,0.15627822944896116
ee71241ebf18aa7e04fb4ba1d76c17c3cefe11398a9849dc515e53573cebce61,ACT,"Waco, TX",TX,Texas,South,90.87,5531,0.14375
260a25ad38d744d012d7e24634ca3ecec68c7d13e0ab06dec250710b133554ff,TWF,"Twin Falls, ID",ID,Idaho,West,94.56,2986,0.07462686567164178
594e7e20f0097342d27e9f60074170c49111cd7319fb0f328a558541ed846f44,SUX,"Sioux City, IA",IA,Iowa,Midwest,88.56,3066,0.09954751131221719
a57b6050b8775dd86ee6606fbb174be22e401da2f17deebc1d57c2edfdff071d,RDD,"Redding, CA",CA,California,West,91.89,5269,0.10526315789473684
134b4011ba53512846cc8018db9047244a22e86678525ec04c2b60526434d37b,EVV,"Evansville, IN",IN,Indiana,Midwest,92.32,13374,0.15081405312767782
4687171e9a3bb1a0c286c1fe9d3254c7401e8abe5128d4b8d8fe6ea7ee3df21d,PHF,"Newport News/Williamsburg, VA",VA,Virginia,South,91.57,7195,0.138763197586727
6b632decb6d981b627b92f783382df8a1c1376faa8f846f96b3c861569940301,CID,"Cedar Rapids/Iowa City, IA",IA,Iowa,Midwest,88.78,32221,0.19514805565465573
1d2fb63ed3d2347a12a66b13ce77303390bce7988d5e362eb6b6c47f9c90af2d,MCO,"Orlando, FL",FL,Florida,South,83.13,539822,0.276245924545878
743e3ab17dc603799bf8315271cd8e976629e2b154407878e1bf3a0713877278,EKO,"Elko, NV",NV,Nevada,West,95.5,1961,0.06818181818181818
c206c17956bcc0ed18cb8131968cae74f1c94b76a948f9311f01136cddb4d6b5,ALS,"Alamosa, CO",CO,Colorado,West,92.12,991,0.1509433962264151
c73b9f28df2c3fed132be5fd5435e6e524fc5631878c0f8e026d359a4c5cef84,PSM,"Portsmouth, NH",NH,New Hampshire,Northeast,81.04,1356,0.2857142857142857
2a35a3d07f2c45f3f2ac6cc73f6d88a8ea758fe7222047cd9c9ee39bd1122067,SJC,"San Jose, CA",CA,California,West,89.35,181394,0.17053042711351896
5fed7eb7d1c8ef625e318465d50fef37c5a2272810840bc6772069de81392299,DCA,"Washington, DC",VA,Virginia,South,87.77,444014,0.25302325581395346
b6bd2f49354dbe8d67b6237f95b34f6a5cc8db4513c4c3766584a0485c60dcbd,BPT,"Beaumont/Port Arthur, TX",TX,Texas,South,91.22,3166,0.1647940074906367
1120ca7b3cbb7a4a37fab2c5206bec5fbebe57632adf1b637e08ada92bdf3511,MGW,"Morgantown, WV",WV,West Virginia,South,50.0,0,0.5
989ac208dc8feff7f16717ba3f4aa837bad2b1f433f95971e7929fc88ecccd76,PBI,"West Palm Beach/Palm Beach, FL",FL,Florida,South,85.03,90838,0.21404201831567607
bd06e929ade4a45485cd625b31d6790e8c8c3d8d98214e0f38378c5ca3bb6fe4,MSO,"Missoula, MT",MT,Montana,West,89.77,20282,0.14799503927242663
1c0a5a3086d807ce81b9406546a5c347c09c0012ccc162de2407c5353a0b92f3,SFO,"San Francisco, CA",CA,California,West,88.95,459271,0.1367426628038796
55a734d3b5a80a61ec98a389dfd874a3fecb0d8732859d9b581689e2a2ef2437,ROW,"Roswell, NM",NM,New Mexico,West,90.09,4054,0.2
924fa9601042d8cc2c26d46e38a627f48f3f9737072fd56d41f4abfeb75cbb4c,LNK,"Lincoln, NE",NE,Nebraska,Midwest,88.88,8976,0.19054054054054054
d784248bfdf9e1d7e00e7837dda65e24349e78f67da5130742b60f39914b46e9,STX,"Christiansted, VI",VI,U.S. Virgin Islands,Other,88.93,4497,0.1527777777777778
f26d73723a89d54dda3eeeab50c0ed30be0ade39d8e8222f0acfd030970f69fb,GUM,"Guam, TT",TT,U.S. Pacific Trust Territories and Possessions,Other,94.62,2752,0.08085106382978724
63fcc35a2f4f5ce6843c173e678a6d2c63fecb85f5c77d83bab6acd280bc8d81,AZO,"Kalamazoo, MI",MI,Michigan,Midwest,92.03,7607,0.11673151750972763
36a084fe6876a9c8df4bd9559351f04aabccd3ea55090de44f5f65dd4f2bbc6c,CAK,"Akron, OH",OH,Ohio,Midwest,89.97,14531,0.18125
2223978b2135d8d3050033221dfcd802a0c3171d7fc955df8375da0481f1cf04,AEX,"Alexandria, LA",LA,Louisiana,South,90.26,9461,0.17319277108433734
c013ea4b104523fcb249ad307ee85a41dc2f27177a021019961526e3be128e93,JST,"Johnstown, PA",PA,Pennsylvania,Northeast,89.1,2175,0.16111111111111112
83c06bdb4b902f638312bffc9c6ec3dd18e6440eaff3d7262db9f8896676fbd4,LWS,"Lewiston, ID",ID,Idaho,West,92.57,3546,0.12589928057553956
ebb9e0899556e948849848261da9e1c9ce0254cf6e03627a1ba5dbe3ea7e9190,LYH,"Lynchburg, VA",VA,Virginia,South,91.75,6659,0.14722753346080306
558bc5c6f654ef29684da85ea8241df69357a437a0243c0acfae583f81e24ba6,FNT,"Flint, MI",MI,Michigan,Midwest,87.21,12920,0.27090779127948533
d779d8c11882ad53e0b88f4a21f76dc58ad1e01c88eebad5434391a72fe0826f,MKE,"Milwaukee, WI",WI,Wisconsin,Midwest,89.58,102008,0.16149269875608438
3cc89dd401564c95ebaae301b899b531a25de8b95716767f75248512d2dde2da,LAR,"Laramie, WY",WY,Wyoming,West,90.97,2456,0.24757281553398058
65d71d719dbf012e9a44b6c3a152852d51aca139a160f90a090d13092d31cb0b,PGV,"Greenville, NC",NC,North Carolina,South,92.07,3274,0.10877192982456141
d44fa953853bae3a2ab71f5d5236ede3b67f31aeff84aa56235be191d78f7eb5,SUN,"Sun Valley/Hailey/Ketchum, ID",ID,Idaho,West,91.49,7475,0.09079601990049752
eb6992b75a7ac3f595b328b8c3b98bd2a56e1dc4407802ad039454d1cd221349,OMA,"Omaha, NE",NE,Nebraska,Midwest,89.81,83730,0.15821104122990914
eea47b3330de77a619aee4ff3bb8ecbd275aad593dce3b1da72ac024c1dafb0c,MBS,"Saginaw/Bay City/Midland, MI",MI,Michigan,Midwest,91.74,7189,0.13385826771653545
2dec1aa479af30174e565b9417bcfb06f5cacc7f22365954f078d80327866366,BFF,"Scottsbluff, NE",NE,Nebraska,Midwest,91.85,2632,0.25
b0a8c8f2f15e6ed055f2755ea27bf96a68e1d484c1268d2bdb3dd341c7923103,DAL,"Dallas, TX",TX,Texas,South,81.82,252596,0.23294723294723294
cf33f9d8af390af615f8025ea13226399cbb48c7020b7386f8076dd58309c880,IAH,"Houston, TX",TX,Texas,South,87.32,565864,0.15567650688950488
fba44aaca55699b1280564506440e087130aa9eb696474a4b1aa990fa0bb96be,SJU,"San Juan, PR",PR,Puerto Rico,Other,84.49,112147,0.2453422438234103
fdec0714f7cd6b3f0ae9e442a50f09639133a4f3e11427f79a2aac7a27691427,SBY,"Salisbury, MD",MD,Maryland,South,93.0,5620,0.1411042944785276
fbdd111196a04e3c6dfa1fff831c5c858153b7917a11b1037a3ce8e2f99f4263,LBF,"North Platte, NE",NE,Nebraska,Midwest,90.84,2683,0.205761316872428
51f50b27daf1efee6940c3d13e5e3c00608d7baa8f401173086a3663bb78719c,VRB,"Vero Beach, FL",FL,Florida,South,50.0,0,0.5
62fc663954eb0ea7b78d1ecd2a3123329182fd8b6260c06e99e53e3d8707ae7a,BIH,"Bishop, CA",CA,California,West,80.59,621,0.12280701754385964
6b0491dbf6ea0a3fef1970a889298fa39b58cdcb92d16fc3db52fe98dc79b5d7,MHK,"Manhattan/Ft. Riley, KS",KS,Kansas,Midwest,91.25,5167,0.1930835734870317
526ca3c024c40e28fbb9698180ca007a0a9ab402c309717a8ff526e21ffe6b08,PHL,"Philadelphia, PA",PA,Pennsylvania,Northeast,89.52,405166,0.19113565943688535
0858eaba02c15953db391f0a917db72337e7c0cf3ad569b931ee6197cb35a0b2,MTJ,"Montrose/Delta, CO",CO,Colorado,West,87.16,11266,0.15821501014198783
1c5c508fda50e33c87d24c0297718ad1f190e1450a479dc69180631b802e04b1,OKC,"Oklahoma City, OK",OK,Oklahoma,South,89.77,80510,0.15052861218325223
232bea47b5c390a3d7577debe716320b2eca8cf7318d86f3544e8e81bf2a3815,DFW,"Dallas/Fort Worth, TX",TX,Texas,South,85.5,1073286,0.22001835423676966
2c560c734137617b04813b5e57e7c0843610c002773c9cb571ba8bb08c51483a,TPA,"Tampa, FL",FL,Florida,South,87.07,272528,0.1606772633033863
84cdbd5db38a425dad79732bd283ca7d4724e171ab0866eee73670a6200a0ef3,YKM,"Yakima, WA",WA,Washington,West,92.47,2535,0.06896551724137931
0831f0de562f5158a27e73289977fb871e9025256c33c9d8203e51bcf233b32d,SFB,"Sanford, FL",FL,Florida,South,83.36,36938,0.22056686046511628
530294cdaa2d44204594a6b136f485769ec9c7b4d13cbc66fcbbb8f048c51427,HDN,"Hayden, CO",CO,Colorado,West,86.33,9051,0.1639784946236559
2c08ee8f7426e3a1583342b199a0783ff77967f1091e3716ffe128e30a3a77e8,RIW,"Riverton/Lander, WY",WY,Wyoming,West,90.16,1908,0.14634146341463414
9afec95a4df707d732a7776045c8c3350b450fd06a31c3cb35df0e25fe416a56,DHN,"Dothan, AL",AL,Alabama,South,92.97,3625,0.14098360655737704
eeb4c2bd00e8405760fddd9f65257429da30f4b343a03cf0a9e4c5b940d15967,CPR,"Casper, WY",WY,Wyoming,West,88.72,7475,0.22058823529411764
648e5657e376451a6d6dc813de3176f4ed275241d732c22f623dc516a6726578,BLV,"Belleville, IL",IL,Illinois,Midwest,80.07,4583,0.2605042016806723
e1d313f7efdbb1e2eea626314e4c7d84c691169829c8d19ff86468c59faf6d40,GCK,"Garden City, KS",KS,Kansas,Midwest,90.89,2824,0.15165876777251186
5812b68a99268ff8e8fd7e6b29f48d457698800cc336c0a1e1f226fb0c82b520,ONT,"Ontario, CA",CA,California,West,88.87,84564,0.19338990620812863
5c745a8c841e0cac625b2046d1545e1df3bae0db2363ba4eb02d9159e0904169,RIC,"Richmond, VA",VA,Virginia,South,89.04,82026,0.20161550888529886
a1e76e05c04ba10879329257cb774a0fca1f7db0a591c8e371bb465266ef4fed,CKB,"Clarksburg/Fairmont, WV",WV,West Virginia,South,85.9,2866,0.22468354430379747
767ec0cd3680eef7e74f16aa3a2151b1d208f8f811e1be08536a12586d4cf0e3,LIH,"Lihue, HI",HI,Hawaii,West,91.01,49665,0.12098765432098765
95ca1f18289927fb7c211605317d12ba8b112d11404c4d6e2166ef57921bb0bc,LBE,"Latrobe, PA",PA,Pennsylvania,Northeast,89.29,3202,0.16558441558441558
b954f545414a58ddf9852ec91a4dc37e5d802a665e949a2790ee41b9286a5255,SLN,"Salina, KS",KS,Kansas,Midwest,88.52,2882,0.12236286919831224
12a59bb4f84992afc47c8a717f69da0a70a4deee322102ce652096cd56f2d920,ORD,"Chicago, IL",IL,Illinois,Midwest,87.7,1103329,0.21487469027986514
136dd33097c83cdf18a1970b7d6eeaac6e3992efc4d2e49d643403587b68a518,PUW,"Pullman, WA",WA,Washington,West,90.25,4241,0.09565217391304348
2fcc32efa12bc6f248a98584b1e110f682b56f0b80154701975bea05bda90bcf,DEN,"Denver, CO",CO,Colorado,West,83.54,1052092,0.241235969174066
a95251628debc75b17661341a81f8bed65236e3c7a3cd3a462682fa1b78ec21c,MRY,"Monterey, CA",CA,California,West,89.65,14532,0.18769470404984423
a9cd8b380ebf3f454909e9836c4c226ff3296acabf2646a28744e51962a77ed5,SHD,"Staunton, VA",VA,Virginia,South,89.36,2009,0.14136125654450263
b9c29328d87b913eac2c2f8d6afb3535e74e89a872851728bb3d605e73dcdc34,BTV,"Burlington, VT",VT,Vermont,Northeast,89.73,31075,0.17745454545454545
4f7fa34d06fbcdc1857ad6bfea3ecad7c5c1e9d6e48ead93c384e2e12a1c7de6,TRI,"Bristol/Johnson City/Kingsport, TN",TN,Tennessee,South,91.31,14567,0.16370967741935483
a6df6522bf4970870231d166b87e7425461054bb51aa585770be261f57d56252,MSY,"New Orleans, LA",LA,Louisiana,South,86.36,168875,0.19340341255332114
ddf430b366b6fb99a3a768fc10e7632fd4986be6039989f8177d23a14b6a4288,JLN,"Joplin, MO",MO,Missouri,Midwest,88.5,2963,0.18726591760299627
e5c25285133e64febe81f717687005e7fee6af093a1ee33eb27599f1c75ffed4,MVY,"Martha's Vineyard, MA",MA,Massachusetts,Northeast,81.82,3495,0.2579324462640737
7d0fc23f43151cc1c9c7cde57c20bef6b3acf1e91a2d5fde8e3a06c8d9aabb8b,ALO,"Waterloo, IA",IA,Iowa,Midwest,90.04,2395,0.1989795918367347
ae2796baa3fa0925c68276c068b65e61838b192491da0b9103b430e65aaea78d,EAR,"Kearney, NE",NE,Nebraska,Midwest,91.65,2253,0.07586206896551724
efe2a2bddc68e920711598a46e38ca7fec7da143aab8e40577096f1235348728,JNU,"Juneau, AK",AK,Alaska,West,90.77,16825,0.1583710407239819
24c32f8b97218e6ae946901ea6e3cb2a151f94e7686a6ccd1d492cd76ad02a83,PIT,"Pittsburgh, PA",PA,Pennsylvania,Northeast,90.37,147472,0.16125169633591444
2ed8534e9822da29679ece1b885efe9aabfde489b44b3dd74c75f00b3c7cbedc,CMI,"Champaign/Urbana, IL",IL,Illinois,Midwest,92.0,6416,0.12316176470588236
f3964b10d84fadaf70a79cee530c59b50bf268ebf75e5bd6653b7e94eed41ae8,ROA,"Roanoke, VA",VA,Virginia,South,90.2,22443,0.16631130063965885
441151473a5984846097cd9efdb7795600126a43cdc05b376bc76541bf0b60d0,INL,"International Falls, MN",MN,Minnesota,Midwest,92.43,2441,0.13526570048309178
be00235a757aa35d7ca676e16cfb18b870ad3e924df1841e052762e51bc6f8b1,ART,"Watertown, NY",NY,New York,Northeast,92.58,2605,0.08296943231441048
abaceec4d930533ff96a8c0c163340f6715bedce7ad42d52d368aaa46ccf03f8,MEM,"Memphis, TN",TN,Tennessee,South,87.98,82933,0.2309876932786368
01950d5b15c40148a72b9620323fd8a98de32fa7cdb5bb937b1729acf0f593a3,SCC,"Deadhorse, AK",AK,Alaska,West,93.53,1886,0.10666666666666667
389ccea198e7ef2f93d34dc8cc81455f9d49d952c5105706e712f12464afb64d,RKS,"Rock Springs, WY",WY,Wyoming,West,93.16,1950,0.12290502793296089
7695866176653914d11244d23e963ab8ffefbca1e1bb068e6560e8d3f8dd01e2,DTW,"Detroit, MI",MI,Michigan,Midwest,90.19,496571,0.1508015683363107
9a125f9934cbb32249a8b4644a01324a95e9226046aace680120240be4492393,ABE,"Allentown/Bethlehem/Easton, PA",PA,Pennsylvania,Northeast,90.22,19186,0.1659249841068023
c12813138856c0ce99352e3f9632ac163d5d2e7363002df50fab4bfeb6ce61ae,RHI,"Rhinelander, WI",WI,Wisconsin,Midwest,92.8,3056,0.09872611464968153
eda455b16fc0bdb5f275bdfffd773e230f61210689adeb8099e8671f82073c7c,EYW,"Key West, FL",FL,Florida,South,83.44,31000,0.279374471682164
fdc457a83777248f7b4f7eb7e8c341c8bcc99ff6247e8813372c6ee2ee439cb3,TBN,"Fort Leonard Wood, MO",MO,Missouri,Midwest,91.87,631,0.0784313725490196
0ff342b18407b7e1f9549d53a7d7d7df92d517a1cf437525185c29a7d401d7c4,UIN,"Quincy, IL",IL,Illinois,Midwest,100.0,10,0.0
391108c4b2138211d23d1d6a29e9aa10ad8c5aaaf8f7693028c8e14ce0e8f26b,TYS,"Knoxville, TN",TN,Tennessee,South,90.61,61219,0.18500559492726595
ad6b67f7bc596150a1594249074b0b9abee5d16b7e5f7f0b7d385f74b72a4dbd,AKN,"King Salmon, AK",AK,Alaska,West,82.25,1771,0.5271317829457365
c37134ecbb80a2fdd7ee6be4d113bb8a1c53cb462b60e864ae8ee2cfabea1088,STS,"Santa Rosa, CA",CA,California,West,91.0,14473,0.12808641975308643
189096520ac08e227fe3774353a40e12ec20cf14970d49b191faeb285c2af7ec,HIB,"Hibbing, MN",MN,Minnesota,Midwest,93.91,2583,0.09523809523809523
3d8042d645058fea769767f42290a024bf45326f8a15434d47eb7b0824505f07,RFD,"Rockford, IL",IL,Illinois,Midwest,80.95,2984,0.33
6c78e0e17576dce9a03f5a9fa702d0f19ecd34fd0a356a0e7764b89deccb9def,STT,"Charlotte Amalie, VI",VI,U.S. Virgin Islands,Other,86.98,20374,0.17839195979899497
d67b3030b9f7636e5210523d8dd12a04d1ea223c71d315247ab9f0660c307bd1,SNA,"Santa Ana, CA",CA,California,West,87.39,155260,0.1815421079920006
ef33676ae6a56ee4864a7e426cca5956dc3722c8244dc74fc5f1c2e9f2887130,ASE,"Aspen, CO",CO,Colorado,West,79.93,23829,0.24198250728862974
aa5ab35a9174c2062b7f7697b33fafe5ce404cf5fecf6bfbbf0dc96ba0d90046,USA,"Concord, NC",NC,North Carolina,South,78.51,4017,0.40634005763688763
f541ab1317c950702502c5b935a42ba95e5fd5072fb4dd286f95bb2d342451ea,SAT,"San Antonio, TX",TX,Texas,South,89.25,127205,0.18000758725341426
98500b109e1738c5b497770466757bc9cb5a18af52c4876bd2a4987aa6334c10,ADK,"Adak Island, AK",AK,Alaska,West,74.12,418,0.37142857142857144
68bd72d81be4fcf867aff8eda2cf93ed9aa03dda32abea6b0f606312ea82c5e2,EGE,"Eagle, CO",CO,Colorado,West,84.69,10964,0.1936056838365897
de7ecffa779b288c991af578e9a0ecb10ad96d2346302fc52066ba2272cc9122,DLH,"Duluth, MN",MN,Minnesota,Midwest,91.24,8868,0.10353535353535354
f1e467c35a331c3aad8bdf0da1721af858a6286e5f53f614ba061f484b492fe9,PIB,"Hattiesburg/Laurel, MS",MS,Mississippi,South,90.87,2522,0.15566037735849056
479b74f1d545ffd0ca204c242d58c11d5fca138c8a802091f6ba8ac37f32dc29,PUB,"Pueblo, CO",CO,Colorado,West,92.3,1888,0.105
a9b687bc26a5c976c363c6717c1412e70044745b23a1abbb9b068b0e7bf21a28,JAN,"Jackson/Vicksburg, MS",MS,Mississippi,South,90.59,31535,0.13999270871308786
47cee1712a4efbf3982243b49c487d79ae481580c0ca861b3de3995a36c46fd9,FAR,"Fargo, ND",ND,North Dakota,Midwest,88.35,24572,0.15239980207817913
a083daa9fc502eaf3919d9de7907ad54a73dbf5994e6bd64971723c1951cb57d,ORF,"Norfolk, VA",VA,Virginia,South,89.02,79072,0.1946503852304114
4fec55729e161bc3a368659f80ed8ea787cd59285629cd37ada9138476eace94,ILG,"Wilmington, DE",DE,Delaware,South,73.9,165,0.5
6c7eaadf671470b35ee503e027a43fd044f544613cd9d9a1a2630f14f30a7646,MIA,"Miami, FL",FL,Florida,South,84.63,358231,0.252062854272799
e609161659afe6de490eae1508baa2579628d53e9d3d7f24dd3f3267105ca829,LBL,"Liberal, KS",KS,Kansas,Midwest,91.16,2450,0.16826923076923078
c0e0f30286108b662f4bf9afbc246129e992c00da70f9d0eee7f2ffca8ec4a02,ECP,"Panama City, FL",FL,Florida,South,88.77,31900,0.19425725168473484
c7cf6a95955c1ee48a8030098050d4d890961165cbef5497d82ba70a23e43bf7,SPS,"Wichita Falls, TX",TX,Texas,South,90.78,3865,0.17301038062283736
3539795a98914f17c097e73f5dedb48d3ac992d834f766aaa20d3dbf81c67f9b,SDF,"Louisville, KY",KY,Kentucky,South,89.12,85701,0.20485282418456643
7761aae7b227441b280494efcf492412e4061800848d98c3ebf7341ccf854d6d,IAD,"Washington, DC",VA,Virginia,South,88.85,281127,0.22277367550336924
84642423f43915d41f66ec6a8a6921dfbdbefb7e1a77c0cef976231a5292b734,FLL,"Fort Lauderdale, FL",FL,Florida,South,82.89,326011,0.22524762564708758
3928e21abbe4c1eb8db67dba3eb0a51ef2aeb12e04ce712f9d5dcf198990784b,FCA,"Kalispell, MT",MT,Montana,West,90.56,19017,0.16167664670658682
e927ffdc7f0f674f8e34d71636f24cce496b8749f247ec13417537468efa25ba,SBP,"San Luis Obispo, CA",CA,California,West,89.06,17910,0.15293296089385475
7e8bb0853f3ad73a9147831b9dadf370ba9eb68e5f8335cbe6e769fa3d44b67a,HLN,"Helena, MT",MT,Montana,West,93.54,6604,0.1116751269035533
a26ad0971b4208f88b5251ee850f3ba1512e1f3da3b094f57a5af8e041fb3e92,PSE,"Ponce, PR",PR,Puerto Rico,Other,82.15,2403,0.2982456140350877
6eb14de7fbbf1cb3482fc7a9b5fd4fe41c725ade645888bfbfcabc4de6fdab54,ABR,"Aberdeen, SD",SD,South Dakota,Midwest,92.29,2894,0.125
b4ac9ad8e50bd1cc22861db0291bff85a841a9ba75a71ce3b579f16e1a84b183,TUS,"Tucson, AZ",AZ,Arizona,West,90.42,61783,0.14792517738120833
43c7b73b33d85043b5d9c196c849ac9acd4242754793f610da5910f1da060b92,ALB,"Albany, NY",NY,New York,Northeast,88.93,52024,0.1723684210526316
81bcf02c22eb259433e1458c3b734311794bb5f96b4acd773783a24862236715,PSC,"Pasco/Kennewick/Richland, WA",WA,Washington,West,91.99,22214,0.11726220432813286
88ce74d8cd944ba88190550e3495d53cd813e076fcb52890e253634cf4c196df,YUM,"Yuma, AZ",AZ,Arizona,West,91.7,6727,0.1312127236580517
dd61719d5eaa760c810f7e53c8b8e75cea85af0b03f00a46995d5e032f49db95,MHT,"Manchester, NH",NH,New Hampshire,Northeast,89.67,27408,0.17725197177251972
e7f18ebd960d17491dae2127a1ed17703930a50b87276d4b47d3b8c17b27dfd6,APN,"Alpena, MI",MI,Michigan,Midwest,88.85,2297,0.1358695652173913
631fe77e7df2f3087e07bb205de6c5e1fd24d9c320f1d16ea2d3f0d51bd10bcb,GRB,"Green Bay, WI",WI,Wisconsin,Midwest,92.33,19280,0.13893653516295026
06f4446e29d982e6cdb03855e75f780a97c2f338ba18b1110c67f6976e36d3b9,FAT,"Fresno, CA",CA,California,West,89.6,41933,0.16523325514725046
460cdd08f8ed517a329d8cb39977d7cc2a374fa74e05357689b61c25d123411c,LAF,"Lafayette, IN",IN,Indiana,Midwest,50.0,0,0.5
5fc01b12c4ba33505238fa961a79a6e44e6ad65d92a63ff5cfe1f73b8bd73800,XWA,"Williston, ND",ND,North Dakota,Midwest,88.31,5201,0.13555555555555557
c5b7d0ec4f6976293bbbbbed43c8f538d66f22a8d8871d4178527e4388614c33,ESC,"Escanaba, MI",MI,Michigan,Midwest,89.71,2682,0.15948275862068967
1363d316318ffb6eb21a4fe297119c48e330171466e0272cc082323563ddaa80,LGB,"Long Beach, CA",CA,California,West,87.29,53173,0.1921793037672866
56a595b91294ca7c8b14f1c4ee6343645b829507e48862f2323cd6d074068e96,BUF,"Buffalo, NY",NY,New York,Northeast,88.18,76204,0.18245721271393642
372dc25b586679b43203f9f2865b9ee791eca5432056da0f486bb56efd27a1f8,DBQ,"Dubuque, IA",IA,Iowa,Midwest,94.54,1506,0.16025641025641027
42da31894fb28b3cd1ca56072a1336d8c02bd2d4f72a0d13a60a0128380dc053,IAG,"Niagara Falls, NY",NY,New York,Northeast,78.53,1695,0.36363636363636365
5ea686def38da0d287d6723c411299b36309c95e003b68939c985d0b3ce50072,ALW,"Walla Walla, WA",WA,Washington,West,92.58,2503,0.09045226130653267
6324fe4d26edf8c9ea0a85f546fc86200faefbfef27ad61ce00fc6efff037a1c,LGA,"New York, NY",NY,New York,Northeast,86.84,495152,0.1397152363244936
c736b8fb27f54e222b594c18d257280d4c50551984bd5e0dc46174917d6b4ede,DVL,"Devils Lake, ND",ND,North Dakota,Midwest,88.67,2593,0.10407239819004525
55827131a3838cf31c8be6633d5259e6ad15fa9f6f19f2eb4036fbfb9f5ae515,ILM,"Wilmington, NC",NC,North Carolina,South,90.63,29861,0.1852639036486008
b60075a08eefdd6b5a7d5f82f6dc7f1d741e7cc3ea647d08ca7c68d1c66b27a5,ABQ,"Albuquerque, NM",NM,New Mexico,West,88.45,78909,0.17398818954342504
70540e81f5986d38af621007bbeb8c55045bfdb0dd7c74cd8958af744dd9cf0a,EWR,"Newark, NJ",NJ,New Jersey,Northeast,83.77,478967,0.1441314781596936
d45a62b40e92aa7fb801c4428b6f5bc12fe2f2c4c76d69d2d261385b0cf5f10a,ATY,"Watertown, SD",SD,South Dakota,Midwest,90.44,1226,0.16666666666666666
dc90eca372497faffa8a71835ca93d61f62d7e9093eb6bfdb58cecb5f6de8e0d,PVD,"Providence, RI",RI,Rhode Island,Northeast,87.98,55064,0.13994045087196938
ded2d8263741cf26bc51d74f38b278a75223f5c9e3e3e42f5f944167b4c990c2,BOI,"Boise, ID",ID,Idaho,West,91.88,95539,0.108348134991119
00809f7c597be78f03b9c187e6318ede3d3b3fad239cfb69ec282c03ad1fb056,LCK,"Columbus, OH",OH,Ohio,Midwest,78.73,4215,0.3782894736842105
da725d6642f4cdc8b53f3d4204e5bcf32ddeab78476736ec6c450271be6f0291,MYR,"Myrtle Beach, SC",SC,South Carolina,South,88.58,56647,0.234279649774476
efbe1f033ba50f7b0b5ab22da4807166b21b42da31a5efbf874f8a17d84af0d5,FOD,"Fort Dodge, IA",IA,Iowa,Midwest,90.18,1670,0.14788732394366197
0e6f3a8200214148e4da24e914c40440c428b7534968b04f901a1e36af18b100,LWB,"Lewisburg, WV",WV,West Virginia,South,89.28,1775,0.25316455696202533
a065db8768cc17c188fda56d8df431a215f8729c9ffb9129d1aaa8581765d6bd,CDB,"Cold Bay, AK",AK,Alaska,West,68.86,262,0.5
0f9ce9a30a3aa97babb422e6513866548c8d0a678d8a3b2b9246738dabf8be97,VEL,"Vernal, UT",UT,Utah,West,90.02,2339,0.18181818181818182
5ee5dd82c5397302fe497da32abf8b0147afbe1468b3f84f4349392868a4d058,EAU,"Eau Claire, WI",WI,Wisconsin,Midwest,91.11,1918,0.10919540229885058
056f5ef7c1518b58b22cda0ee443f3abe105c050b033fc8b352455c034853835,JMS,"Jamestown, ND",ND,North Dakota,Midwest,89.93,3425,0.12142857142857143
6f5badeeecc551faca0d5c6242d673e33713506ebbe0d43c3223e749d49f3da8,FWA,"Fort Wayne, IN",IN,Indiana,Midwest,88.6,23731,0.16750572082379864
aad83fbdcede04bd901541dc955dee1ff1319122d54eb61d0a1cd6130be07f54,FAY,"Fayetteville, NC",NC,North Carolina,South,91.37,12095,0.13714285714285715
8e6122d0e9f6f27220bb63f94b34e7cb23b3c25299d3a0096686f4c461920d92,RDU,"Raleigh/Durham, NC",NC,North Carolina,South,88.56,193089,0.18413872551991753
4c573d7486ff3e432b9fcd07d5558134dfd4963eb541ea4ad688d42870548dfb,GGG,"Longview, TX",TX,Texas,South,91.5,3108,0.13478260869565217
56b09c6ff9777602e4c87243e5cdf79c330d71b48f123b2577291a02bfee2b49,BHM,"Birmingham, AL",AL,Alabama,South,88.34,59419,0.1832597350461662
c7c036d7a68e10523565ee1cda9d4e16a554fabb68a754fa3bfae17a8c218d55,CDC,"Cedar City, UT",UT,Utah,West,95.65,2279,0.045454545454545456
8b81458e661a3b3cc8024b84a5cfefb4724f50c7645fa6b81c6ab7c9314144f0,ORH,"Worcester, MA",MA,Massachusetts,Northeast,84.77,4341,0.2757475083056478
db2fde443fa87bd0a9403b66888e78a2f96741ceaf021c88000342827afcd4b7,BQN,"Aguadilla, PR",PR,Puerto Rico,Other,75.34,7450,0.36773255813953487
